StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Fictional_story,Abstract_shapes,Sensory_sensations,Life_experiences,Media,Music,Future_plans,Building,Everyday,Piece_mem,Movement_B_mem,Movement_H_mem,Mem_description,Mem_music_evoked,Mem_spontaneity,Mem_individuality,Piece_story,Movement_B_story,Movement_H_story,Story_description,Story_music_evoked,Story_spontaneity,Story_individuality,Other_info,Age,Gender,Music_listening,Practice,Location,ID
20/02/2025 18:35,20/02/2025 18:40,IP Address,100,351,TRUE,20/02/2025 18:40,R_5nVyvvbef3oBAyd,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,Most of the time,Not at all,A small amount of the time,A small amount of the time,A moderate amount of the time,A moderate amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,"I remembered an evening I spent with a girl I dated. Would not go into too much detail, but I remembered making out and cuddling. ",Moderately,Mostly,Slightly,Beethoven,Movement 3 — Scherzo,,"I imagined a scene of me running on the Towpath. (I do this weekly, so not entirely fictional) ",Slightly,Mostly,Mostly,I also remembered a lot of things I have been thinking during the past week,26,Male,Frequently,10,K,01/08/2552
20/02/2025 18:35,20/02/2025 18:40,IP Address,100,305,TRUE,20/02/2025 18:40,R_1t3bEGJWSXePZsZ,qr,EN,I hereby give my consent to be a subject of the research,Not at all,A small amount of the time,Not at all,A small amount of the time,Not at all,A small amount of the time,A small amount of the time,Not at all,A small amount of the time,Beethoven,Movement 1 — Allegro con brio,,"Previous attendance at a classical music concert- in fact, Takacs playing Beethoven.",Moderately,Mostly,Mostly,Hough,,Movement 1 — Au boulevard,"Just a city scene, maybe Paris",Mostly,Mostly,Moderately,,55,Male,Moderately frequently,0,I,feb1680
20/02/2025 18:35,20/02/2025 18:41,IP Address,100,339,TRUE,20/02/2025 18:41,R_7RgO4HuLaUO7aLv,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,A small amount of the time,Not at all,Most of the time,Not at all,Not at all,A small amount of the time,Hough,,Movement 2 — Au parc,,Moderately,Moderately,Slightly,,,,,Not at all,Not at all,Not at all,,56,Female,Very frequently,45,I,01/11/8823
20/02/2025 18:34,20/02/2025 18:41,IP Address,100,402,TRUE,20/02/2025 18:41,R_6I36fhlNdBRFp05,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A moderate amount of the time,Most of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,Not at all,A moderate amount of the time,Not at all,Hough,,Movement 6 — Au marché,Waiting for the spring to come. ,Mostly,Moderately,Mostly,Hough,,Movement 4 — Au théâtre,Yearning for renewal ,Mostly,Moderately,Mostly,,67,Female,Frequently,2,A,01/12/8339
20/02/2025 18:36,20/02/2025 18:41,IP Address,100,307,TRUE,20/02/2025 18:41,R_1ypB8vNV1fNAkH7,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,Not at all,Not at all,A small amount of the time,All of the time,Not at all,A small amount of the time,A small amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Thought about a Hitchcock film. ,Mostly,Entirely,Mostly,,,,NA,Mostly,Entirely,Entirely,,71,Male,Moderately frequently,60,J,Jan0602
20/02/2025 18:34,20/02/2025 18:41,IP Address,100,409,TRUE,20/02/2025 18:41,R_6OZN1pfA2MRshiz,qr,EN,I hereby give my consent to be a subject of the research,Most of the time,A small amount of the time,A small amount of the time,A moderate amount of the time,A moderate amount of the time,Most of the time,A moderate amount of the time,Not at all,A small amount of the time,Beethoven,Movement 1 — Allegro con brio,,an old relative who passed when i was about ~6. he loved playing classical music on CDs.,Mostly,Entirely,Mostly,Hough,,Movement 6 — Au marché,"a made up scene from games like undertale, omori, and celeste. This part of the music made me feel like I was back in the game. Some parts felt like I was saving my game in undertale (for context you should ask someone who has played the game or search for more details) the scene that goes ""___ fills you with determination"" its like I was the character playing and I am walking through the game story",Entirely,Entirely,Mostly,,16,Other,Somewhat rarely,10,F,01/04/5778
20/02/2025 18:34,20/02/2025 18:41,IP Address,100,391,TRUE,20/02/2025 18:41,R_6q4DDc4uHE51Unx,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,Not at all,Not at all,A moderate amount of the time,Not at all,Most of the time,A moderate amount of the time,A small amount of the time,Not at all,Hough,,Movement 2 — Au parc,It was the calm and beauty of a park back in the 1920’s,Entirely,Mostly,Entirely,Hough,,Movement 5 — À l'église,"It was full of suffering and pain, hope and disappointment ",Entirely,Entirely,Mostly,,53,Male,Moderately frequently,18,I,aug318
20/02/2025 18:36,20/02/2025 18:41,IP Address,100,328,TRUE,20/02/2025 18:41,R_5QMxmu6JZ3G8BiJ,qr,EN,I hereby give my consent to be a subject of the research,Most of the time,Not at all,Not at all,A small amount of the time,Not at all,Most of the time,A small amount of the time,Not at all,A small amount of the time,Hough,,Movement 5 — À l'église,,Entirely,Entirely,Entirely,Hough,,Movement 2 — Au parc,,Entirely,Entirely,Entirely,,68,Male,Moderately frequently,10,D,01/02/2855
20/02/2025 18:36,20/02/2025 18:41,IP Address,100,332,TRUE,20/02/2025 18:41,R_5BIsRJzNzw4uCyJ,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Most of the time,Not at all,Most of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,Not at all,A moderate amount of the time,Beethoven,Movement 1 — Allegro con brio,,"Reminded me of a kind of bad movie about Beethoven that I watched once, not necessarily the memory I would’ve chosen but there it was",Entirely,Entirely,Mostly,Hough,,Movement 4 — Au théâtre,Prompted by the movement descriptions I pictured scenes that resembled Toulouse Lautrec paintings,Mostly,Entirely,Moderately,,61,Female,Frequently,"Sporadically, never daily, for most of my life",J,Jan1791
20/02/2025 18:36,20/02/2025 18:42,IP Address,100,347,TRUE,20/02/2025 18:42,R_5TBIwhSQcvTkwBH,qr,EN,I hereby give my consent to be a subject of the research,All of the time,Not at all,Not at all,A moderate amount of the time,A moderate amount of the time,Most of the time,All of the time,Not at all,A small amount of the time,Beethoven,Movement 1 — Allegro con brio,,I’d prefer not to share.,Moderately,Moderately,Entirely,Hough,,Movement 3 — À l'hôtel,I’d prefer not to share.,Mostly,Mostly,Entirely,,30,Female,Somewhat rarely,4,J,01/05/4726
20/02/2025 18:36,20/02/2025 18:42,IP Address,100,322,TRUE,20/02/2025 18:42,R_74l06kCAnOKPAkw,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Most of the time,Not at all,A small amount of the time,Most of the time,Most of the time,A moderate amount of the time,A moderate amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Childhood games ,Moderately,Moderately,Not at all,Hough,,Movement 6 — Au marché,Truffaut movie title sequence ,Mostly,Mostly,Moderately,,75,Male,Very frequently,6,J,Mar0295
20/02/2025 18:34,20/02/2025 18:42,IP Address,100,484,TRUE,20/02/2025 18:42,R_5zTHwifWalfDY62,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A small amount of the time,A small amount of the time,A small amount of the time,A small amount of the time,A small amount of the time,Not at all,A small amount of the time,Not at all,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,"Sad feeling, dramatic scenes",Mostly,Mostly,Moderately,Hough,,Movement 4 — Au théâtre,"Stage performance with multiple composers, artists, even singers and painters played interactively",Mostly,Entirely,Entirely,Heard Jazz and old melodies in second movement,59,Male,Frequently,0,I,01/11/6593
20/02/2025 18:36,20/02/2025 18:42,IP Address,100,397,TRUE,20/02/2025 18:42,R_5JCAMmzw5Kg4B35,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,A moderate amount of the time,A small amount of the time,Not at all,A moderate amount of the time,A small amount of the time,Not at all,A moderate amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Swimming in the ocean as a child,Entirely,Entirely,Mostly,Hough,,Movement 2 — Au parc,Strolling gleefully in the parc with a friend,Entirely,Entirely,Mostly,Beethoven first movement brought rain drops to mind,62,Female,Moderately frequently,8,J,01/08/2261
20/02/2025 18:34,20/02/2025 18:42,IP Address,100,466,TRUE,20/02/2025 18:42,R_1mdGphdoLfdexjQ,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,Not at all,A moderate amount of the time,A small amount of the time,Most of the time,A small amount of the time,A small amount of the time,A small amount of the time,Hough,,Movement 1 — Au boulevard,Not a memory. Just a visceral reaction to the bright harmonies. Very stimulating!,Mostly,Mostly,Mostly,Beethoven,Movement 4 — Allegro,,Galluping on a horse,Entirely,Entirely,Moderately,None,60,Male,Frequently,46,K,01/11/2238
20/02/2025 18:35,20/02/2025 18:42,IP Address,100,458,TRUE,20/02/2025 18:42,R_5cIhllGvvWs5dQJ,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,Not at all,Not at all,A small amount of the time,Most of the time,Not at all,A small amount of the time,A small amount of the time,Hough,,Movement 6 — Au marché,Sporting events with multiple actions going on at the same time. ,Moderately,Slightly,Mostly,Hough,,Movement 6 — Au marché,I imagined multiple individuals moving frantically in different directions. ,Entirely,Mostly,Moderately,,73,Male,Moderately frequently,0,E,Aug0983
20/02/2025 18:35,20/02/2025 18:43,IP Address,100,488,TRUE,20/02/2025 18:43,R_1aJE3vwdphcLtFn,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,A small amount of the time,Not at all,Not at all,Not at all,Most of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,Hough,,Movement 6 — Au marché,The movement me think of Vivaldi,Mostly,Entirely,Moderately,Hough,,Movement 2 — Au parc,I imagined an outdoor scene with many people ,Mostly,Slightly,Slightly,The intro by Hough may have anchored my thoughts,64,Female,Very frequently,5,J,Jun1295
20/02/2025 18:36,20/02/2025 18:43,IP Address,100,429,TRUE,20/02/2025 18:43,R_1fkpPYJkdZD6A81,qr,EN,I hereby give my consent to be a subject of the research,Not at all,A small amount of the time,Not at all,A moderate amount of the time,Not at all,Most of the time,A small amount of the time,Not at all,A moderate amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Beautiful pastoral images abstract,Mostly,Entirely,Mostly,,,,I did not imagine anything except wandering associations about Paris due to the music or Houghs remarks?,Mostly,Entirely,Mostly,,68,Female,Moderately frequently,2,A,01/03/2107
20/02/2025 18:34,20/02/2025 18:44,IP Address,100,612,TRUE,20/02/2025 18:44,R_5P9nvobQMuNcBoZ,qr,EN,I hereby give my consent to be a subject of the research,Most of the time,A moderate amount of the time,Not at all,A small amount of the time,Not at all,A moderate amount of the time,All of the time,All of the time,Most of the time,Hough,,Movement 3 — À l'hôtel,"I remember a bustling hotel in Istanbul that I visited with my family, it was very elaborate, with a lot of red colors. It had couches, a lot of flowers, a lot of magazines, and there were a lot of people walking around. I don’t remember any particular smells or sensory feelings.",Mostly,Mostly,Slightly,Hough,,Movement 4 — Au théâtre,"A group of French intellectuals sat down at the theater right before the start of a show, waiting for their friends and all sorts of other reputable and dubious personages to take their seats. Then the actual play begins: perhaps something a bit burlesque. ",Entirely,Moderately,Slightly,,18,Male,Very frequently,10,G,01/02/8120
20/02/2025 18:41,20/02/2025 18:44,IP Address,100,170,TRUE,20/02/2025 18:44,R_7usTO8vkeVOcbhD,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,Not at all,Not at all,Most of the time,Not at all,Not at all,Not at all,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,,Not at all,Entirely,Entirely,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,,Not at all,Entirely,Entirely,,36,Male,Very frequently,33,H,Sep1864
20/02/2025 18:38,20/02/2025 18:45,IP Address,100,403,TRUE,20/02/2025 18:45,R_1gYEVbj45P2vdh7,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,Not at all,A small amount of the time,Not at all,A moderate amount of the time,Not at all,Not at all,A small amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Of floating through fields full blossoms and bounties.,Moderately,Mostly,Mostly,Beethoven,Movement 3 — Scherzo,,Fields or farms full of bounty,Mostly,Mostly,Mostly,,58,Female,Moderately frequently,0,G,01/01/3561
20/02/2025 18:36,20/02/2025 18:45,IP Address,100,541,TRUE,20/02/2025 18:45,R_52x3g3cs6L3dGz7,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,A small amount of the time,Not at all,Most of the time,Not at all,A small amount of the time,Not at all,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Tenderness. It was much more emotions (lambic system) because my visual system was occupied by the facial expressions and movements of the performers.,Slightly,Slightly,Mostly,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,It was emotions not a scene or story ,Mostly,Mostly,Mostly,,2/3 of a century yesterday ,Male,Very frequently,8,J,01/06/6416
20/02/2025 18:37,20/02/2025 18:45,IP Address,100,484,TRUE,20/02/2025 18:45,R_1Tuz2uw4rCVV30O,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,A small amount of the time,A moderate amount of the time,A small amount of the time,A small amount of the time,A small amount of the time,Not at all,A small amount of the time,Hough,,Movement 1 — Au boulevard,"Cars driving along the champs elyssee, scenes from an American in Paris. ",Moderately,Slightly,Not at all,Beethoven,Movement 4 — Allegro,,A March or stroll through the country side. ,Slightly,Slightly,Slightly,,64,Male,Very frequently,0,C,01/07/4849
20/02/2025 18:35,20/02/2025 18:46,IP Address,100,623,TRUE,20/02/2025 18:46,R_5I0RswiSuJeeRH3,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,A small amount of the time,A small amount of the time,A small amount of the time,A moderate amount of the time,A small amount of the time,Most of the time,A small amount of the time,Hough,,Movement 2 — Au parc,I was in Paris in November 2024. I walked with my mother in Tuileries park. It was gloomy as it was raining. We had umbrellas. There were many people in the park. The park was beautiful. ,Entirely,Entirely,Entirely,Beethoven,Movement 1 — Allegro con brio,,I imagined a scene during Beethoven’s time. In the scene a beautiful lady walks in the garden of a grand mansion. The garden is well maintained and full of colorful flowers.,Entirely,Mostly,Entirely,,48,Female,Very frequently,5,J,01/04/6638
20/02/2025 18:36,20/02/2025 18:46,IP Address,100,633,TRUE,20/02/2025 18:46,R_7xQ9deLRrxgVaFz,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,A moderate amount of the time,Not at all,Most of the time,Not at all,All of the time,Most of the time,A moderate amount of the time,Most of the time,Hough,,Movement 2 — Au parc,"I kept seeing the mundane, less commercial streets of Paris that I remembered from when I went there with my family 14 years ago... I remembered light gray, cobblestone alternating with pavement, clean and neat. Fall light: a dull but lovely golden afternoon/early evening sunlight through moody november clouds. I remember absolutely no person but the streets, the streets between various tiny parks in the city, and somehow green trees - not too tall, thin bodies. ",Entirely,Entirely,Mostly,Beethoven,Movement 3 — Scherzo,,"Influenced by Vikram Seth's An Equal Music perhaps, the novel, I imagined I was part of a string quartet, auditioning for one whoae members are already old. I only imagined the fictional anticipation, excitement, hope. ",Mostly,Mostly,Moderately,,28,Female,Very frequently,0,G,01/02/6061
20/02/2025 18:41,20/02/2025 18:46,IP Address,100,332,TRUE,20/02/2025 18:46,R_5o7uicAmTIIUo8I,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A small amount of the time,Not at all,Not at all,A small amount of the time,Most of the time,Not at all,A moderate amount of the time,Not at all,Beethoven,Movement 4 — Allegro,,,Not at all,Entirely,Entirely,Hough,,Movement 2 — Au parc,,Entirely,Entirely,Entirely,,51,Male,Frequently,0,D,01/10/2743
20/02/2025 18:37,20/02/2025 18:47,IP Address,100,614,TRUE,20/02/2025 18:47,R_7NUKb8BMzzfBfdO,qr,EN,I hereby give my consent to be a subject of the research,All of the time,All of the time,Not at all,A moderate amount of the time,Not at all,All of the time,A small amount of the time,A moderate amount of the time,A small amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Can't recall,Mostly,Mostly,Mostly,Hough,,Movement 4 — Au théâtre,Vaudeville type setting in a run-down Parisian theater,Entirely,Entirely,Mostly,,35,Male,Very frequently,30,H,may0213
20/02/2025 18:39,20/02/2025 18:47,IP Address,100,493,TRUE,20/02/2025 18:47,R_1WQk0788jPdvdSh,qr,EN,I hereby give my consent to be a subject of the research,Most of the time,A moderate amount of the time,A moderate amount of the time,Most of the time,Most of the time,Most of the time,,,,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,,Mostly,Mostly,Moderately,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,,Mostly,Mostly,Moderately,,63,Female,Very frequently,0,I,May 2226
20/02/2025 18:34,20/02/2025 18:48,IP Address,100,802,TRUE,20/02/2025 18:48,R_6ZIGnGmZCzr30cE,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A small amount of the time,A small amount of the time,Most of the time,Most of the time,Most of the time,A moderate amount of the time,Most of the time,A moderate amount of the time,Hough,,Movement 6 — Au marché,"It brought back my visits to Paris, the restaurants, (as an accumulation of the previous pieces) and the people I met. The Barnhart’s escargot. 
But it is also connected with the waving trees in the park Luxembourg. ",Mostly,Entirely,Entirely,Beethoven,Movement 1 — Allegro con brio,,"The first movement signals an opening of a season, it could be fictional then it is also based on experiences, and earlier exposure to this piece.  The scene was about low rolling hills, no trees, no animals and I was there, alone, owning the space and the fleeting time ",Entirely,Entirely,Mostly,The great composer and the musicians connect the scenes into a big picture.  In part my imaginings were the expressions of the musicians who were able to connect me to the composer’s mind. An effect not possible listening to some streaming or even watching a video.  In fact it was about the listener “being seen”.,63,Male,Very frequently,0,I,0220jzxd
20/02/2025 18:35,20/02/2025 18:50,IP Address,100,880,TRUE,20/02/2025 18:50,R_55D9vP5DQLT5vtD,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,A moderate amount of the time,A small amount of the time,A small amount of the time,Beethoven,Movement 3 — Scherzo,,It is so intriguing to make me daydream most of time.,Mostly,Moderately,Moderately,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,It is summer time and people feel full of energy to do a lot of outdoor activities.,Moderately,Moderately,Moderately,It makes me to daydream.,69,Male,Somewhat rarely,0,J,01/02/4546
20/02/2025 18:46,20/02/2025 18:50,IP Address,100,238,TRUE,20/02/2025 18:50,R_6JE1Eoa4wR61iUI,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,A small amount of the time,A small amount of the time,Not at all,A small amount of the time,All of the time,Not at all,A moderate amount of the time,A small amount of the time,Beethoven,Movement 1 — Allegro con brio,,"I've played this piece before, so I thought back to that performance!",Entirely,Entirely,Entirely,Hough,,Movement 6 — Au marché,"It felt like a flying theme in a way, so I thought about a bird or similar flying themed in Harry Potter/How To Train Your Dragon.",Mostly,Moderately,Not at all,,19,Female,Frequently,12,I,apr1184
